data;praca;categoria_1;categoria_2;categoria_3;categoria_4;categoria_5;categoria_6;categoria_7;categoria_8;categoria_88;categoria_9;veiculosDia;valorDia;Id
01/02/2016 00:00:00;PRAIA DO SOL;10507;404;33;133;4;37;23;19;294;717;12171;106427,2000;27816
02/02/2016 00:00:00;PRAIA DO SOL;9629;404;31;124;10;41;23;21;274;720;11277;99114,2500;27817
03/02/2016 00:00:00;PRAIA DO SOL;10228;439;54;135;1;52;31;21;279;838;12078;106675,0000;27818
04/02/2016 00:00:00;PRAIA DO SOL;11327;484;71;145;3;44;30;25;304;798;13231;116964,2500;27819
05/02/2016 00:00:00;PRAIA DO SOL;19434;515;158;195;5;27;34;31;294;961;21654;189163,2500;27820
06/02/2016 00:00:00;PRAIA DO SOL;19723;316;105;156;5;8;9;23;270;1018;21633;184632,7500;27821
07/02/2016 00:00:00;PRAIA DO SOL;18036;166;60;78;0;12;8;13;247;1105;19725;165040,2500;27822
08/02/2016 00:00:00;PRAIA DO SOL;20955;233;43;67;1;7;6;15;282;1125;22734;190442,5000;27823
09/02/2016 00:00:00;PRAIA DO SOL;21617;228;73;76;4;11;9;11;234;1063;23326;196392,5000;27824
10/02/2016 00:00:00;PRAIA DO SOL;20271;388;194;133;5;21;12;17;229;842;22112;190663,5000;27825
11/02/2016 00:00:00;PRAIA DO SOL;11876;424;42;160;1;26;16;21;314;786;13666;118949,0000;27826
12/02/2016 00:00:00;PRAIA DO SOL;12174;437;52;141;4;33;16;14;287;642;13800;120606,5000;27827
13/02/2016 00:00:00;PRAIA DO SOL;11844;223;56;95;5;10;4;7;228;603;13075;111277,7500;27828
14/02/2016 00:00:00;PRAIA DO SOL;13001;132;72;87;8;8;5;3;205;702;14223;119646,0000;27829
15/02/2016 00:00:00;PRAIA DO SOL;9156;351;30;126;4;46;21;14;279;802;10829;94333,0000;27830
16/02/2016 00:00:00;PRAIA DO SOL;8371;413;15;115;4;36;34;9;305;713;10015;87728,5000;27831
17/02/2016 00:00:00;PRAIA DO SOL;8389;441;22;106;2;45;32;15;300;651;10003;88701,7500;27832
18/02/2016 00:00:00;PRAIA DO SOL;8784;446;26;112;3;41;28;20;317;746;10523;92658,5000;27833
19/02/2016 00:00:00;PRAIA DO SOL;10464;418;36;114;2;31;22;11;295;766;12159;105442,5000;27834
20/02/2016 00:00:00;PRAIA DO SOL;11509;233;45;83;2;8;4;5;175;842;12906;108812,7500;27835
21/02/2016 00:00:00;PRAIA DO SOL;11518;147;64;63;8;7;2;7;159;665;12640;106466,7500;27836
22/02/2016 00:00:00;PRAIA DO SOL;8616;422;21;123;3;37;23;18;232;756;10251;90597,2500;27837
23/02/2016 00:00:00;PRAIA DO SOL;8075;389;27;92;3;35;25;19;281;701;9647;84583,5000;27838
24/02/2016 00:00:00;PRAIA DO SOL;8093;397;28;119;1;39;27;22;265;673;9664;85624,7500;27839
25/02/2016 00:00:00;PRAIA DO SOL;8491;432;24;106;0;38;21;20;285;707;10124;89024,7500;27840
26/02/2016 00:00:00;PRAIA DO SOL;10767;428;21;122;3;25;13;15;280;826;12500;108107,2500;27841
27/02/2016 00:00:00;PRAIA DO SOL;11006;202;49;80;8;7;9;8;190;704;12263;103857,2500;27842
28/02/2016 00:00:00;PRAIA DO SOL;12696;123;51;70;6;3;4;5;180;805;13943;116492,5000;27843
29/02/2016 00:00:00;PRAIA DO SOL;8391;374;16;109;2;38;24;30;276;723;9983;87800,7500;27844
01/03/2016 00:00:00;PRAIA DO SOL;7391;386;27;113;6;34;17;23;267;659;8923;78803,5000;27845
02/03/2016 00:00:00;PRAIA DO SOL;7716;440;30;114;3;37;19;13;273;700;9345;82416,0000;27846
03/03/2016 00:00:00;PRAIA DO SOL;8191;414;14;117;3;29;27;18;279;732;9824;86232,5000;27847
04/03/2016 00:00:00;PRAIA DO SOL;10014;430;37;124;4;29;19;17;258;756;11688;102259,2500;27848
05/03/2016 00:00:00;PRAIA DO SOL;10560;228;47;82;8;12;0;3;169;604;11713;99700,7500;27849
06/03/2016 00:00:00;PRAIA DO SOL;11292;144;47;63;3;7;5;3;167;740;12471;104486,2500;27850
07/03/2016 00:00:00;PRAIA DO SOL;8067;360;24;119;2;28;23;16;264;701;9604;83975,7500;27851
08/03/2016 00:00:00;PRAIA DO SOL;7755;402;21;108;0;37;21;13;266;667;9290;81702,0000;27852
09/03/2016 00:00:00;PRAIA DO SOL;7847;385;24;112;4;42;18;18;252;695;9397;82879,2500;27853
10/03/2016 00:00:00;PRAIA DO SOL;8153;415;28;109;1;42;22;9;271;760;9810;86011,5000;27854
11/03/2016 00:00:00;PRAIA DO SOL;10361;391;39;131;2;28;24;11;280;806;12073;104843,2500;27855
12/03/2016 00:00:00;PRAIA DO SOL;11207;254;54;76;5;7;2;4;186;746;12541;105986,5000;27856
13/03/2016 00:00:00;PRAIA DO SOL;9057;141;35;69;5;5;1;4;143;617;10077;84736,5000;27857
14/03/2016 00:00:00;PRAIA DO SOL;8330;370;13;133;2;38;20;13;269;637;9825;86504,5000;27858
15/03/2016 00:00:00;PRAIA DO SOL;7570;394;30;113;3;34;24;14;263;702;9147;80367,5000;27859
16/03/2016 00:00:00;PRAIA DO SOL;7625;387;22;128;9;40;31;15;295;651;9203;81502,2500;27860
17/03/2016 00:00:00;PRAIA DO SOL;7733;425;13;117;4;36;18;26;275;687;9334;82934,5000;27861
18/03/2016 00:00:00;PRAIA DO SOL;9780;413;35;116;6;26;14;18;268;635;11311;98897,5000;27862
19/03/2016 00:00:00;PRAIA DO SOL;10047;234;51;80;11;11;4;6;188;694;11326;96054,2500;27863
20/03/2016 00:00:00;PRAIA DO SOL;10143;134;37;60;8;6;1;4;159;625;11177;93814,5000;27864
21/03/2016 00:00:00;PRAIA DO SOL;8256;351;25;120;3;41;30;11;258;728;9823;86211,2500;27865
22/03/2016 00:00:00;PRAIA DO SOL;7998;416;26;135;4;59;28;14;289;653;9622;85922,2500;27866
23/03/2016 00:00:00;PRAIA DO SOL;9577;454;37;145;4;51;26;17;286;693;11290;100436,0000;27867
24/03/2016 00:00:00;PRAIA DO SOL;14070;459;73;164;4;44;18;16;256;789;15893;139391,5000;27868
25/03/2016 00:00:00;PRAIA DO SOL;12911;152;34;89;5;9;2;4;183;741;14130;118859,7500;27869
26/03/2016 00:00:00;PRAIA DO SOL;13113;218;30;55;7;7;1;5;193;779;14408;120967,7500;27870
27/03/2016 00:00:00;PRAIA DO SOL;17949;148;90;91;10;5;6;5;171;813;19288;162855,7500;27871
28/03/2016 00:00:00;PRAIA DO SOL;8850;359;12;154;2;34;21;23;260;679;10394;91659,7500;27872
29/03/2016 00:00:00;PRAIA DO SOL;7343;377;23;114;1;38;20;14;235;676;8841;78000,2500;27873
30/03/2016 00:00:00;PRAIA DO SOL;7405;404;18;111;0;50;27;29;266;695;9005;80507,7500;27874
31/03/2016 00:00:00;PRAIA DO SOL;7636;428;18;114;5;39;29;20;249;722;9260;82390,5000;27875
01/04/2016 00:00:00;PRAIA DO SOL;10124;410;21;129;4;37;24;13;302;846;11910;103474,7500;27876
02/04/2016 00:00:00;PRAIA DO SOL;11047;271;59;85;2;14;12;4;206;746;12446;105871,7500;27877
03/04/2016 00:00:00;PRAIA DO SOL;10482;166;43;68;3;11;1;6;153;748;11681;98247,2500;27878
04/04/2016 00:00:00;PRAIA DO SOL;12167;215;50;85;5;17;9;5;209;865;13627;114932,7500;27879
05/04/2016 00:00:00;PRAIA DO SOL;7736;404;5;116;1;39;20;24;248;514;9107;81621,2500;27880
06/04/2016 00:00:00;PRAIA DO SOL;7307;411;16;127;1;57;25;24;273;711;8952;80167,7500;27881
07/04/2016 00:00:00;PRAIA DO SOL;8127;435;26;114;1;38;15;23;255;718;9752;86300,5000;27882
08/04/2016 00:00:00;PRAIA DO SOL;10035;432;25;120;5;47;21;14;248;802;11749;102990,2500;27883
09/04/2016 00:00:00;PRAIA DO SOL;10222;206;44;79;6;7;8;4;193;772;11541;97206,0000;27884
10/04/2016 00:00:00;PRAIA DO SOL;11070;174;30;84;0;3;5;4;164;882;12416;103844,5000;27885
11/04/2016 00:00:00;PRAIA DO SOL;8057;346;30;148;1;35;18;12;275;742;9664;84515,5000;27886
12/04/2016 00:00:00;PRAIA DO SOL;7461;381;23;114;2;31;21;21;248;725;9027;79373,0000;27887
13/04/2016 00:00:00;PRAIA DO SOL;7405;382;14;104;2;38;25;26;251;723;8970;79487,7500;27888
14/04/2016 00:00:00;PRAIA DO SOL;7900;430;28;110;2;44;29;18;287;705;9553;84596,2500;27889
15/04/2016 00:00:00;PRAIA DO SOL;8964;401;34;125;5;44;27;23;273;770;10666;94282,0000;27890
16/04/2016 00:00:00;PRAIA DO SOL;10351;219;46;72;4;9;9;2;179;754;11645;98243,0000;27891
17/04/2016 00:00:00;PRAIA DO SOL;8913;138;42;66;4;8;3;8;192;708;10082;84235,0000;27892
18/04/2016 00:00:00;PRAIA DO SOL;7907;362;28;116;2;49;18;22;256;675;9435;83457,2500;27893
19/04/2016 00:00:00;PRAIA DO SOL;7734;425;23;106;6;38;26;20;266;664;9308;82641,2500;27894
20/04/2016 00:00:00;PRAIA DO SOL;10744;405;29;142;7;35;22;11;338;749;12482;108332,5000;27895
21/04/2016 00:00:00;PRAIA DO SOL;12831;163;58;103;3;12;4;6;199;760;14139;119535,5000;27896
22/04/2016 00:00:00;PRAIA DO SOL;11461;383;41;112;0;31;16;11;243;719;13017;112922,5000;27897
23/04/2016 00:00:00;PRAIA DO SOL;12571;233;35;83;4;10;3;2;203;816;13960;117508,2500;27898
24/04/2016 00:00:00;PRAIA DO SOL;14774;123;56;104;1;5;5;4;174;720;15966;134750,5000;27899
25/04/2016 00:00:00;PRAIA DO SOL;8291;364;22;129;2;36;15;20;266;704;9849;86385,5000;27900
26/04/2016 00:00:00;PRAIA DO SOL;7569;401;21;110;0;23;17;18;284;640;9083;79547,2500;27901
27/04/2016 00:00:00;PRAIA DO SOL;7264;372;19;105;7;31;27;9;292;695;8821;76814,5000;27902
28/04/2016 00:00:00;PRAIA DO SOL;7517;427;23;110;5;39;21;15;273;570;9000;80074,2500;27903
29/04/2016 00:00:00;PRAIA DO SOL;9531;416;24;129;3;47;32;14;264;512;10972;97758,5000;27904
30/04/2016 00:00:00;PRAIA DO SOL;9346;221;35;76;9;7;4;3;173;562;10436;88735,7500;27905
01/05/2016 00:00:00;PRAIA DO SOL;8385;105;29;78;3;9;4;8;165;468;9254;78365,7500;27906
02/05/2016 00:00:00;PRAIA DO SOL;7443;383;18;126;0;39;23;23;254;643;8952;79895,7500;27907
03/05/2016 00:00:00;PRAIA DO SOL;7230;365;18;133;1;30;17;29;302;602;8727;77299,0000;27908
04/05/2016 00:00:00;PRAIA DO SOL;7454;392;16;109;3;27;17;21;224;666;8929;78718,5000;27909
05/05/2016 00:00:00;PRAIA DO SOL;7619;418;24;104;10;40;26;18;276;676;9211;81506,5000;27910
06/05/2016 00:00:00;PRAIA DO SOL;9705;396;36;120;3;41;23;22;256;723;11325;99530,7500;27911
07/05/2016 00:00:00;PRAIA DO SOL;10030;205;49;89;16;20;3;9;180;742;11343;96428,2500;27912
08/05/2016 00:00:00;PRAIA DO SOL;10802;114;23;64;6;3;2;4;159;695;11872;99127,0000;27913
09/05/2016 00:00:00;PRAIA DO SOL;7833;360;36;120;0;37;10;14;245;652;9307;81804,0000;27914
10/05/2016 00:00:00;PRAIA DO SOL;7646;391;22;101;3;41;33;22;246;680;9185;81617,0000;27915
11/05/2016 00:00:00;PRAIA DO SOL;7479;345;28;102;4;32;21;14;259;648;8932;78140,5000;27916
12/05/2016 00:00:00;PRAIA DO SOL;8078;530;24;137;0;47;28;20;265;671;9800;88446,7500;27917
13/05/2016 00:00:00;PRAIA DO SOL;9407;438;47;115;4;34;20;13;258;642;10978;96802,2500;27918
14/05/2016 00:00:00;PRAIA DO SOL;9116;255;39;76;9;6;6;4;181;540;10232;87367,2500;27919
15/05/2016 00:00:00;PRAIA DO SOL;9378;139;20;69;1;7;5;2;163;580;10364;87150,5000;27920
16/05/2016 00:00:00;PRAIA DO SOL;7630;356;12;110;1;34;24;12;261;655;9095;79793,7500;27921
17/05/2016 00:00:00;PRAIA DO SOL;7094;424;16;110;2;27;24;13;329;610;8649;75930,5000;27922
18/05/2016 00:00:00;PRAIA DO SOL;7324;403;20;111;1;30;16;18;276;622;8821;77664,5000;27923
19/05/2016 00:00:00;PRAIA DO SOL;7753;416;33;109;1;42;17;10;282;513;9176;81396,0000;27924
20/05/2016 00:00:00;PRAIA DO SOL;9221;406;17;127;4;31;16;14;252;560;10648;93878,2500;27925
21/05/2016 00:00:00;PRAIA DO SOL;9051;235;27;86;2;21;6;6;177;647;10258;87745,5000;27926
22/05/2016 00:00:00;PRAIA DO SOL;8765;149;22;57;1;6;2;8;156;648;9814;82237,5000;27927
23/05/2016 00:00:00;PRAIA DO SOL;8132;297;22;95;2;22;15;13;241;599;9438;81663,7500;27928
24/05/2016 00:00:00;PRAIA DO SOL;7816;405;19;102;4;31;25;25;281;531;9239;82110,0000;27929
25/05/2016 00:00:00;PRAIA DO SOL;10383;443;21;155;3;41;23;22;287;640;12018;106602,7500;27930
26/05/2016 00:00:00;PRAIA DO SOL;10745;189;40;83;1;11;6;3;183;576;11837;100444,5000;27931
27/05/2016 00:00:00;PRAIA DO SOL;10308;397;26;101;2;22;21;13;257;779;11926;103109,2500;27932
28/05/2016 00:00:00;PRAIA DO SOL;10401;222;32;55;2;6;5;5;191;652;11571;97512,0000;27933
29/05/2016 00:00:00;PRAIA DO SOL;13106;145;41;86;4;10;4;4;160;608;14168;119947,7500;27934
30/05/2016 00:00:00;PRAIA DO SOL;8140;370;24;128;4;44;21;18;259;635;9643;85446,2500;27935
31/05/2016 00:00:00;PRAIA DO SOL;7253;394;28;125;4;34;27;19;288;693;8865;78408,2500;27936
01/07/2016 00:00:00;PRAIA DO SOL;9465;366;30;119;3;26;19;17;290;636;10971;95497,5000;27967
02/07/2016 00:00:00;PRAIA DO SOL;9409;228;38;78;0;14;6;10;202;621;10606;90316,7500;27968
03/07/2016 00:00:00;PRAIA DO SOL;9114;134;35;54;5;6;3;5;157;556;10069;84604,7500;27969
04/07/2016 00:00:00;PRAIA DO SOL;7744;316;34;111;4;38;21;15;269;499;9051;79861,7500;27970
05/07/2016 00:00:00;PRAIA DO SOL;7531;363;36;99;2;38;19;16;277;562;8943;78693,0000;27971
06/07/2016 00:00:00;PRAIA DO SOL;7608;352;24;110;2;45;31;46;275;657;9150;82182,2500;27972
07/07/2016 00:00:00;PRAIA DO SOL;8142;396;25;128;4;38;25;19;273;625;9675;85756,5000;27973
08/07/2016 00:00:00;PRAIA DO SOL;10163;392;38;130;1;42;13;14;241;640;11674;102493,0000;27974
09/07/2016 00:00:00;PRAIA DO SOL;11234;266;45;83;4;11;4;5;213;957;12822;107720,5000;27975
10/07/2016 00:00:00;PRAIA DO SOL;11736;171;39;73;4;8;3;7;197;705;12943;108893,5000;27976
11/07/2016 00:00:00;PRAIA DO SOL;8419;322;32;111;2;42;15;19;276;645;9883;86245,2500;27977
12/07/2016 00:00:00;PRAIA DO SOL;7987;360;27;101;5;34;27;18;263;572;9394;82734,7500;27978
13/07/2016 00:00:00;PRAIA DO SOL;8016;375;26;103;1;32;21;23;273;542;9412;83121,5000;27979
14/07/2016 00:00:00;PRAIA DO SOL;8664;359;29;119;4;40;24;24;293;651;10207;89853,5000;27980
15/07/2016 00:00:00;PRAIA DO SOL;10965;431;35;133;9;28;18;12;255;773;12659;110313,0000;27981
16/07/2016 00:00:00;PRAIA DO SOL;11394;238;58;95;13;10;4;8;191;790;12801;108647,0000;27982
17/07/2016 00:00:00;PRAIA DO SOL;11691;157;31;100;18;12;4;3;169;470;12655;108047,7500;27983
18/07/2016 00:00:00;PRAIA DO SOL;9168;327;23;133;0;50;12;24;294;453;10484;92803,0000;27984
19/07/2016 00:00:00;PRAIA DO SOL;8491;380;25;125;1;30;20;20;271;524;9887;87443,7500;27985
20/07/2016 00:00:00;PRAIA DO SOL;8859;365;29;138;1;40;19;12;299;503;10265;90610,0000;27986
21/07/2016 00:00:00;PRAIA DO SOL;9569;420;31;138;1;24;19;13;274;548;11037;97286,7500;27987
22/07/2016 00:00:00;PRAIA DO SOL;11552;422;29;154;1;39;18;11;263;486;12975;114601,2500;27988
23/07/2016 00:00:00;PRAIA DO SOL;11433;259;42;99;6;10;1;3;172;345;12370;106789,7500;27989
24/07/2016 00:00:00;PRAIA DO SOL;12446;164;45;95;4;13;4;3;213;463;13450;114401,5000;27990
25/07/2016 00:00:00;PRAIA DO SOL;8922;325;22;131;1;37;17;14;290;567;10326;90206,2500;27991
26/07/2016 00:00:00;PRAIA DO SOL;8325;399;30;137;1;31;22;16;283;577;9821;86865,7500;27992
27/07/2016 00:00:00;PRAIA DO SOL;8668;358;35;140;3;35;21;10;260;585;10115;89139,5000;27993
28/07/2016 00:00:00;PRAIA DO SOL;8983;408;26;137;1;41;20;19;280;488;10403;92752,0000;27994
29/07/2016 00:00:00;PRAIA DO SOL;10946;415;28;152;1;41;24;16;264;552;12439;110194,0000;27995
30/07/2016 00:00:00;PRAIA DO SOL;9348;193;21;92;3;14;4;4;176;237;10092;87346,0000;27996
31/07/2016 00:00:00;PRAIA DO SOL;10017;131;31;75;3;11;1;5;163;364;10801;91974,2500;27997
01/01/2016 00:00:00;TERCEIRA PONTE;45735;144;48;10;2;8;0;0;916;2399;49262;37888,4000;27998
02/01/2016 00:00:00;TERCEIRA PONTE;53658;252;87;24;3;9;0;0;1085;2987;58105;44720,0000;27999
03/01/2016 00:00:00;TERCEIRA PONTE;50521;187;91;9;5;3;0;0;861;1900;53577;41624,4000;28000
04/01/2016 00:00:00;TERCEIRA PONTE;73937;454;84;11;1;0;0;0;1543;7340;83370;62940,8000;28001
05/01/2016 00:00:00;TERCEIRA PONTE;74588;568;58;11;6;2;0;0;1604;8701;85538;64171,6000;28002
06/01/2016 00:00:00;TERCEIRA PONTE;76647;593;87;9;1;2;0;0;1662;9234;88235;66094,0000;28003
07/01/2016 00:00:00;TERCEIRA PONTE;78269;608;66;19;3;2;0;0;1615;9331;89913;67456,4000;28004
08/01/2016 00:00:00;TERCEIRA PONTE;81487;584;98;26;7;3;0;0;1596;9644;93445;70182,4000;28005
09/01/2016 00:00:00;TERCEIRA PONTE;62033;313;103;13;5;5;0;0;1084;4482;68038;52098,8000;28006
10/01/2016 00:00:00;TERCEIRA PONTE;53768;182;75;28;3;2;0;0;894;3114;58066;44719,6000;28007
11/01/2016 00:00:00;TERCEIRA PONTE;77867;558;66;27;3;4;0;0;1655;9441;89621;67124,4000;28008
12/01/2016 00:00:00;TERCEIRA PONTE;78955;588;75;18;1;3;0;0;1559;9036;90235;67863,6000;28009
13/01/2016 00:00:00;TERCEIRA PONTE;78497;595;114;15;3;3;0;0;1662;9602;90491;67777,6000;28010
14/01/2016 00:00:00;TERCEIRA PONTE;80345;634;69;10;2;7;1;0;1602;9788;92458;69342,0000;28011
15/01/2016 00:00:00;TERCEIRA PONTE;82202;639;127;23;6;3;0;1;1494;9479;93974;70807,2000;28012
16/01/2016 00:00:00;TERCEIRA PONTE;65746;392;134;20;2;2;0;0;1069;4246;71611;55140,8000;28013
17/01/2016 00:00:00;TERCEIRA PONTE;53998;225;94;27;1;3;0;0;781;1968;57097;44534,4000;28014
18/01/2016 00:00:00;TERCEIRA PONTE;78022;554;51;13;3;2;0;0;1582;5923;86150;65776,8000;28015
19/01/2016 00:00:00;TERCEIRA PONTE;76022;589;66;13;17;2;0;0;1519;7860;86088;65048,0000;28016
20/01/2016 00:00:00;TERCEIRA PONTE;77235;594;57;22;4;2;0;0;1547;6085;85546;65306,4000;28017
21/01/2016 00:00:00;TERCEIRA PONTE;79371;610;68;12;3;2;0;0;1600;6813;88479;67319,6000;28018
22/01/2016 00:00:00;TERCEIRA PONTE;80913;625;84;11;1;0;0;0;1555;7549;90738;68878,8000;28019
23/01/2016 00:00:00;TERCEIRA PONTE;63855;340;97;27;12;0;0;0;1082;3393;68806;53185,6000;28020
24/01/2016 00:00:00;TERCEIRA PONTE;52473;214;82;23;7;6;0;0;928;2610;56343;43548,8000;28021
25/01/2016 00:00:00;TERCEIRA PONTE;72710;624;72;34;3;5;0;0;1606;7188;82242;62230,4000;28022
26/01/2016 00:00:00;TERCEIRA PONTE;78362;522;68;12;6;0;0;0;1674;9030;89674;67256,8000;28023
27/01/2016 00:00:00;TERCEIRA PONTE;78501;606;104;15;6;3;0;0;1659;9380;90274;67702,4000;28024
28/01/2016 00:00:00;TERCEIRA PONTE;80459;583;80;17;7;1;0;2;1679;9580;92408;69292,8000;28025
29/01/2016 00:00:00;TERCEIRA PONTE;84905;694;101;10;3;2;0;0;1627;9820;97162;73118,8000;28026
30/01/2016 00:00:00;TERCEIRA PONTE;66926;394;142;16;3;0;0;0;1147;5114;73742;56430,4000;28027
31/01/2016 00:00:00;TERCEIRA PONTE;54904;191;109;20;11;2;0;0;965;3539;59741;45847,2000;28028
01/02/2016 00:00:00;TERCEIRA PONTE;78358;586;70;12;3;3;0;0;0;9854;88886;80137,1000;28029
02/02/2016 00:00:00;TERCEIRA PONTE;79836;612;90;17;11;1;0;1;1627;10089;92284;81751,9000;28030
03/02/2016 00:00:00;TERCEIRA PONTE;81890;588;120;13;4;1;0;1;1660;10395;94672;83812,6000;28031
04/02/2016 00:00:00;TERCEIRA PONTE;82888;620;99;6;8;0;0;0;1758;10478;95857;84807,6000;28032
05/02/2016 00:00:00;TERCEIRA PONTE;83051;714;144;43;3;8;0;0;1684;10088;95735;85154,9000;28033
06/02/2016 00:00:00;TERCEIRA PONTE;51218;317;111;15;4;0;0;0;1102;3858;56625;51201,2500;28034
07/02/2016 00:00:00;TERCEIRA PONTE;39145;159;53;15;0;2;0;0;965;2557;42896;38765,0500;28035
08/02/2016 00:00:00;TERCEIRA PONTE;42046;211;50;16;3;0;0;0;1149;3062;46537;41843,8000;28036
09/02/2016 00:00:00;TERCEIRA PONTE;41038;190;78;6;2;2;0;0;943;2595;44854;40652,5500;28037
10/02/2016 00:00:00;TERCEIRA PONTE;55185;389;99;45;4;9;0;0;1441;5313;62485;55864,3500;28038
11/02/2016 00:00:00;TERCEIRA PONTE;74167;567;87;18;0;6;0;0;1581;9559;85985;76033,4000;28039
12/02/2016 00:00:00;TERCEIRA PONTE;77092;629;75;7;2;0;0;0;1690;8759;88254;78502,8000;28040
13/02/2016 00:00:00;TERCEIRA PONTE;63153;284;104;9;4;1;0;0;1141;4779;69475;62868,1500;28041
14/02/2016 00:00:00;TERCEIRA PONTE;51277;150;90;13;6;2;0;0;944;3130;55612;50588,7000;28042
15/02/2016 00:00:00;TERCEIRA PONTE;81357;547;51;11;4;0;0;1;1683;10362;94016;83107,4000;28043
16/02/2016 00:00:00;TERCEIRA PONTE;80737;579;61;12;2;1;0;0;1671;10613;93676;82703,3000;28044
17/02/2016 00:00:00;TERCEIRA PONTE;81753;607;75;18;1;0;0;0;1648;10675;94777;83780,6000;28045
18/02/2016 00:00:00;TERCEIRA PONTE;82699;629;80;9;4;2;0;0;1708;10566;95697;84666,7000;28046
19/02/2016 00:00:00;TERCEIRA PONTE;86176;601;77;12;2;0;0;0;1697;10721;99286;87979,3500;28047
20/02/2016 00:00:00;TERCEIRA PONTE;70416;312;142;14;6;0;0;0;1113;5332;77335;70137,5000;28048
21/02/2016 00:00:00;TERCEIRA PONTE;52544;143;106;13;8;2;0;0;923;3190;56929;51832,2500;28049
22/02/2016 00:00:00;TERCEIRA PONTE;79123;513;51;11;9;1;0;0;1647;10546;91901;81010,9000;28050
23/02/2016 00:00:00;TERCEIRA PONTE;79637;606;54;17;3;0;0;0;1618;10520;92455;81670,3000;28051
24/02/2016 00:00:00;TERCEIRA PONTE;79929;618;96;14;4;1;0;0;1757;10408;92827;81976,0500;28052
25/02/2016 00:00:00;TERCEIRA PONTE;82585;573;80;6;6;2;0;0;1655;10528;95435;84430,1500;28053
