data;praca;categoria_1;categoria_2;categoria_3;categoria_4;categoria_5;categoria_6;categoria_7;categoria_8;categoria_88;categoria_9;veiculosDia;valorDia;Id
01/02/2018 00:00:00;TERCEIRA PONTE;82920;451;74;5;11;1;0;0;1640;8605;93707;88276,5000;30709
02/02/2018 00:00:00;TERCEIRA PONTE;86325;421;87;13;5;1;0;0;1498;8830;97180;91765,5000;30710
03/02/2018 00:00:00;TERCEIRA PONTE;69056;275;132;6;4;0;0;0;1039;5176;75688;72418,0000;30711
04/02/2018 00:00:00;TERCEIRA PONTE;48640;148;67;19;6;0;0;0;758;1831;51469;50021,0000;30712
05/02/2018 00:00:00;TERCEIRA PONTE;81320;448;72;9;2;2;0;0;1666;8120;91639;86423,0000;30713
06/02/2018 00:00:00;TERCEIRA PONTE;80806;470;69;13;4;0;0;0;1723;7811;90896;85802,0000;30714
07/02/2018 00:00:00;TERCEIRA PONTE;83493;489;85;10;4;0;0;0;1752;9905;95738;89589,0000;30715
08/02/2018 00:00:00;TERCEIRA PONTE;85392;459;127;8;8;0;0;0;1782;10452;98228;91766,5000;30716
09/02/2018 00:00:00;TERCEIRA PONTE;83006;525;140;35;8;11;0;0;1705;10007;95437;89434,5000;30717
10/02/2018 00:00:00;TERCEIRA PONTE;55403;251;146;12;6;1;0;0;1011;4746;61576;58549,0000;30718
11/02/2018 00:00:00;TERCEIRA PONTE;43039;140;66;18;5;0;0;0;745;2973;46986;44968,5000;30719
12/02/2018 00:00:00;TERCEIRA PONTE;44159;201;56;18;6;1;0;0;999;3640;49080;46535,0000;30720
13/02/2018 00:00:00;TERCEIRA PONTE;45081;172;62;17;3;1;1;0;775;3264;49376;47216,0000;30721
14/02/2018 00:00:00;TERCEIRA PONTE;57488;289;137;35;10;5;0;0;1313;6111;65388;61472,0000;30722
15/02/2018 00:00:00;TERCEIRA PONTE;76894;473;88;21;7;6;0;0;1692;10280;89461;83213,0000;30723
16/02/2018 00:00:00;TERCEIRA PONTE;81214;480;119;6;8;0;0;0;1757;10475;94059;87624,0000;30724
17/02/2018 00:00:00;TERCEIRA PONTE;67697;234;147;6;10;0;0;0;1067;5730;74891;71288,5000;30725
18/02/2018 00:00:00;TERCEIRA PONTE;52528;140;77;18;7;1;0;0;782;3584;57137;54787,5000;30726
19/02/2018 00:00:00;TERCEIRA PONTE;82188;448;70;9;5;2;0;0;1746;11156;95624;88812,0000;30727
20/02/2018 00:00:00;TERCEIRA PONTE;82706;482;81;18;10;1;0;0;1813;11250;96361;89494,5000;30728
21/02/2018 00:00:00;TERCEIRA PONTE;82808;513;76;12;6;0;0;0;1856;11440;96711;89716,0000;30729
22/02/2018 00:00:00;TERCEIRA PONTE;84304;472;86;9;5;3;0;0;1800;11170;97849;91011,0000;30730
23/02/2018 00:00:00;TERCEIRA PONTE;87991;489;113;7;3;3;0;0;1775;10598;100979;94476,5000;30731
24/02/2018 00:00:00;TERCEIRA PONTE;71188;249;124;23;5;0;0;0;1018;5506;78113;74704,0000;30732
25/02/2018 00:00:00;TERCEIRA PONTE;54343;162;95;18;11;1;0;0;773;3619;59022;56699,0000;30733
26/02/2018 00:00:00;TERCEIRA PONTE;81611;456;82;12;8;3;0;0;1888;10711;94771;88065,5000;30734
27/02/2018 00:00:00;TERCEIRA PONTE;81495;492;61;15;8;0;0;0;1899;11442;95412;88352,5000;30735
28/02/2018 00:00:00;TERCEIRA PONTE;83582;461;84;11;10;2;0;0;1836;11555;97541;90468,5000;30736
01/04/2018 00:00:00;PRAIA DO SOL;17464;117;92;94;7;12;3;5;256;789;18839;167602,5000;30923
02/04/2018 00:00:00;PRAIA DO SOL;9110;374;37;150;1;36;29;22;374;803;10936;100845,0000;30924
03/04/2018 00:00:00;PRAIA DO SOL;7623;387;23;89;1;37;24;12;415;693;9304;84699,0000;30925
04/04/2018 00:00:00;PRAIA DO SOL;7661;373;29;105;2;45;23;18;400;570;9226;85225,5000;30926
05/04/2018 00:00:00;PRAIA DO SOL;8061;410;26;105;1;31;13;12;393;553;9605;88186,5000;30927
06/04/2018 00:00:00;PRAIA DO SOL;9691;419;39;112;5;47;21;23;423;658;11438;105538,5000;30928
07/04/2018 00:00:00;PRAIA DO SOL;9255;246;26;81;5;23;4;9;251;407;10307;93793,5000;30929
08/04/2018 00:00:00;PRAIA DO SOL;8730;148;31;66;7;12;2;5;202;612;9815;87106,5000;30930
09/04/2018 00:00:00;PRAIA DO SOL;10833;223;49;65;3;15;9;7;262;797;12263;108936,0000;30931
10/04/2018 00:00:00;PRAIA DO SOL;8078;353;37;116;7;49;18;30;395;753;9836;90693,0000;30932
11/04/2018 00:00:00;PRAIA DO SOL;7304;389;27;99;8;47;19;22;405;595;8915;82584,0000;30933
12/04/2018 00:00:00;PRAIA DO SOL;7860;406;30;127;5;33;19;21;402;472;9375;87489,0000;30934
13/04/2018 00:00:00;PRAIA DO SOL;9767;390;36;117;6;41;25;37;388;694;11501;106650,0000;30935
14/04/2018 00:00:00;PRAIA DO SOL;9814;199;47;76;12;16;7;14;253;771;11209;99927,0000;30936
15/04/2018 00:00:00;PRAIA DO SOL;9753;132;33;63;9;9;1;7;241;710;10958;96403,5000;30937
16/04/2018 00:00:00;PRAIA DO SOL;5545;306;22;117;6;49;19;31;319;297;6711;64858,5000;30938
17/04/2018 00:00:00;PRAIA DO SOL;6636;359;23;98;2;19;16;24;411;442;8030;74002,5000;30939
18/04/2018 00:00:00;PRAIA DO SOL;7208;373;25;108;2;44;20;25;405;622;8832;81706,5000;30940
19/04/2018 00:00:00;PRAIA DO SOL;7951;409;24;114;7;37;18;28;433;578;9599;88956,0000;30941
20/04/2018 00:00:00;PRAIA DO SOL;10062;424;42;120;2;30;23;34;368;711;11816;109381,5000;30942
21/04/2018 00:00:00;PRAIA DO SOL;10285;219;43;68;5;12;5;14;256;750;11657;103801,5000;30943
22/04/2018 00:00:00;PRAIA DO SOL;10216;107;44;66;7;13;3;6;199;628;11289;100152,0000;30944
23/04/2018 00:00:00;PRAIA DO SOL;8267;353;21;166;4;25;17;34;384;596;9867;91975,5000;30945
24/04/2018 00:00:00;PRAIA DO SOL;7378;359;34;104;6;33;16;28;418;617;8993;82642,5000;30946
25/04/2018 00:00:00;PRAIA DO SOL;7620;388;41;113;10;44;21;36;413;691;9377;87084,0000;30947
26/04/2018 00:00:00;PRAIA DO SOL;8057;383;28;113;0;39;22;30;428;555;9655;89599,5000;30948
27/04/2018 00:00:00;PRAIA DO SOL;10541;440;39;130;9;41;29;44;422;589;12284;115056,0000;30949
28/04/2018 00:00:00;PRAIA DO SOL;11563;219;50;93;7;16;7;16;244;611;12826;115825,5000;30950
29/04/2018 00:00:00;PRAIA DO SOL;10248;135;41;54;7;12;8;6;193;694;11398;101038,5000;30951
30/04/2018 00:00:00;PRAIA DO SOL;10406;330;31;98;2;24;20;20;353;659;11943;108684,0000;30952
01/04/2018 00:00:00;TERCEIRA PONTE;54640;146;89;12;11;2;0;0;801;3570;59271;56916,5000;31015
02/04/2018 00:00:00;TERCEIRA PONTE;82494;491;99;17;7;7;0;1;1828;11403;96347;89425,0000;31016
03/04/2018 00:00:00;TERCEIRA PONTE;83031;544;81;9;7;0;0;0;1866;12000;97538;90281,5000;31017
04/04/2018 00:00:00;TERCEIRA PONTE;82098;521;89;10;0;0;0;0;1813;10857;95388;88732,0000;31018
05/04/2018 00:00:00;TERCEIRA PONTE;85541;494;111;13;7;0;0;1;1915;11055;99137;92282,0000;31019
06/04/2018 00:00:00;TERCEIRA PONTE;85597;521;111;23;8;4;0;0;1823;10857;98944;92335,0000;31020
07/04/2018 00:00:00;TERCEIRA PONTE;73049;453;123;85;5;5;0;0;1227;4420;79367;76634,5000;31021
08/04/2018 00:00:00;TERCEIRA PONTE;58027;345;81;51;8;1;0;0;924;3866;63303;60944,5000;31022
09/04/2018 00:00:00;TERCEIRA PONTE;57158;247;93;18;2;2;0;0;1210;5220;63950;60467,5000;31023
10/04/2018 00:00:00;TERCEIRA PONTE;83701;513;97;28;4;3;0;0;1899;12150;98395;91051,5000;31024
11/04/2018 00:00:00;TERCEIRA PONTE;82820;479;85;12;17;1;0;0;1909;10224;95547;89091,5000;31025
12/04/2018 00:00:00;TERCEIRA PONTE;84338;459;64;8;4;1;0;0;1949;9216;96039;89996,0000;31026
13/04/2018 00:00:00;TERCEIRA PONTE;90144;504;111;19;6;1;0;0;1879;11934;104598;97358,5000;31027
14/04/2018 00:00:00;TERCEIRA PONTE;77272;281;146;16;6;0;0;0;1066;6445;85232;81335,5000;31028
15/04/2018 00:00:00;TERCEIRA PONTE;58773;159;108;32;7;0;0;0;802;3717;63598;61221,5000;31029
16/04/2018 00:00:00;TERCEIRA PONTE;41753;331;20;11;6;2;0;0;1408;4423;47954;44709,5000;31030
17/04/2018 00:00:00;TERCEIRA PONTE;77205;501;73;11;9;1;0;0;1850;8947;88597;82845,0000;31031
18/04/2018 00:00:00;TERCEIRA PONTE;81824;532;73;15;11;0;0;1;1902;10615;94973;88378,0000;31032
19/04/2018 00:00:00;TERCEIRA PONTE;84405;491;83;7;2;0;0;0;1952;10964;97904;91018,5000;31033
20/04/2018 00:00:00;TERCEIRA PONTE;88704;497;96;19;4;2;0;0;1897;12028;103247;95929,0000;31034
21/04/2018 00:00:00;TERCEIRA PONTE;65896;230;123;13;13;3;0;1;1056;5063;72398;69155,0000;31035
22/04/2018 00:00:00;TERCEIRA PONTE;53765;172;114;19;12;1;0;0;812;3676;58571;56203,0000;31036
23/04/2018 00:00:00;TERCEIRA PONTE;80673;469;96;12;7;0;0;0;1953;9802;93012;86706,0000;31037
24/04/2018 00:00:00;TERCEIRA PONTE;83064;484;101;25;4;0;0;0;1925;10973;96576;89753,0000;31038
25/04/2018 00:00:00;TERCEIRA PONTE;82571;493;98;27;12;0;0;0;1923;11817;96941;89717,5000;31039
26/04/2018 00:00:00;TERCEIRA PONTE;85228;480;95;4;10;0;0;0;1945;11166;98928;91945,5000;31040
27/04/2018 00:00:00;TERCEIRA PONTE;88119;546;109;23;9;11;0;0;1862;10449;101128;94730,0000;31041
28/04/2018 00:00:00;TERCEIRA PONTE;69542;294;132;16;7;0;0;0;1031;5115;76137;72947,5000;31042
29/04/2018 00:00:00;TERCEIRA PONTE;50798;169;87;30;7;3;0;0;762;3631;55487;53198,0000;31043
30/04/2018 00:00:00;TERCEIRA PONTE;73871;381;74;17;8;2;1;0;1626;8024;84004;78836,0000;31044
01/05/2018 00:00:00;PRAIA DO SOL;12434;148;55;90;4;17;9;9;237;784;13787;122944,5000;31045
02/05/2018 00:00:00;PRAIA DO SOL;8137;376;40;124;7;24;20;21;407;741;9897;90391,5000;31046
03/05/2018 00:00:00;PRAIA DO SOL;7661;382;22;109;7;30;10;27;414;667;9329;85351,5000;31047
04/05/2018 00:00:00;PRAIA DO SOL;9309;364;25;125;5;37;21;30;396;667;10979;101205,0000;31048
05/05/2018 00:00:00;PRAIA DO SOL;8599;231;30;85;4;14;3;8;251;507;9732;87718,5000;31049
06/05/2018 00:00:00;PRAIA DO SOL;9055;121;19;60;11;15;4;6;220;587;10098;89460,0000;31050
07/05/2018 00:00:00;PRAIA DO SOL;7862;362;21;100;4;40;16;16;398;580;9399;86188,5000;31051
08/05/2018 00:00:00;PRAIA DO SOL;7228;391;22;99;3;26;10;14;434;619;8846;80149,5000;31052
09/05/2018 00:00:00;PRAIA DO SOL;6940;339;24;90;7;46;21;23;426;399;8315;77206,5000;31053
10/05/2018 00:00:00;PRAIA DO SOL;7789;376;34;120;7;38;24;25;427;625;9465;87475,5000;31054
11/05/2018 00:00:00;PRAIA DO SOL;9904;420;26;127;3;39;25;25;452;746;11767;107865,0000;31055
12/05/2018 00:00:00;PRAIA DO SOL;10544;233;47;96;6;14;4;13;264;791;12012;107406,0000;31056
13/05/2018 00:00:00;PRAIA DO SOL;10988;110;26;52;6;13;4;9;213;683;12104;106987,5000;31057
14/05/2018 00:00:00;PRAIA DO SOL;8059;311;19;105;4;27;19;23;389;549;9505;87021,0000;31058
15/05/2018 00:00:00;PRAIA DO SOL;6831;364;23;99;6;35;18;21;393;386;8176;76171,5000;31059
16/05/2018 00:00:00;PRAIA DO SOL;7164;371;33;113;2;30;27;24;405;655;8824;81306,0000;31060
17/05/2018 00:00:00;PRAIA DO SOL;7754;395;24;108;0;37;15;22;414;652;9421;86418,0000;31061
18/05/2018 00:00:00;PRAIA DO SOL;9417;376;26;128;4;28;35;27;435;809;11285;103108,5000;31062
19/05/2018 00:00:00;PRAIA DO SOL;9230;229;36;108;5;25;17;25;267;723;10665;97141,5000;31063
20/05/2018 00:00:00;PRAIA DO SOL;9628;130;45;62;5;11;11;5;210;619;10726;95310,0000;31064
21/05/2018 00:00:00;PRAIA DO SOL;8043;541;40;242;4;62;47;36;385;693;10093;98959,5000;31065
22/05/2018 00:00:00;PRAIA DO SOL;7631;721;32;238;3;72;65;43;422;657;9884;99724,5000;31066
23/05/2018 00:00:00;PRAIA DO SOL;7578;515;32;116;5;12;19;7;336;605;9225;85513,5000;31067
24/05/2018 00:00:00;PRAIA DO SOL;7224;302;16;77;5;9;4;10;452;648;8747;76797,0000;31068
25/05/2018 00:00:00;PRAIA DO SOL;6122;216;13;57;7;5;2;11;352;367;7152;63342,0000;31069
26/05/2018 00:00:00;PRAIA DO SOL;4111;155;21;59;2;3;1;4;251;210;4817;43015,5000;31070
27/05/2018 00:00:00;PRAIA DO SOL;4010;100;18;41;3;6;4;1;204;296;4683;41076,0000;31071
28/05/2018 00:00:00;PRAIA DO SOL;5255;281;26;70;2;17;7;16;388;512;6574;58725,0000;31072
29/05/2018 00:00:00;PRAIA DO SOL;5774;359;29;98;0;23;10;29;385;650;7357;67360,5000;31073
30/05/2018 00:00:00;PRAIA DO SOL;8629;580;39;188;5;65;27;33;435;725;10726;102438,0000;31074
31/05/2018 00:00:00;PRAIA DO SOL;9304;207;40;105;5;31;22;22;228;637;10601;97114,5000;31075
01/06/2018 00:00:00;PRAIA DO SOL;9615;422;29;120;1;40;29;28;291;712;11287;105358,5000;31076
02/06/2018 00:00:00;PRAIA DO SOL;10141;265;25;95;0;19;36;15;234;726;11556;105349,5000;31077
03/06/2018 00:00:00;PRAIA DO SOL;12813;146;38;91;4;21;20;9;213;719;14074;126490,5000;31078
04/06/2018 00:00:00;PRAIA DO SOL;7770;413;26;122;4;42;25;21;391;621;9435;87844,5000;31079
05/06/2018 00:00:00;PRAIA DO SOL;7331;401;25;109;6;45;34;22;395;642;9010;84064,5000;31080
06/06/2018 00:00:00;PRAIA DO SOL;7344;422;28;141;5;51;27;25;361;645;9049;85540,5000;31081
07/06/2018 00:00:00;PRAIA DO SOL;7715;431;44;124;0;42;26;36;415;690;9523;89217,0000;31082
08/06/2018 00:00:00;PRAIA DO SOL;9280;436;36;130;11;42;42;30;409;734;11150;104121,0000;31083
09/06/2018 00:00:00;PRAIA DO SOL;8908;224;44;94;4;28;15;18;229;618;10182;92871,0000;31084
10/06/2018 00:00:00;PRAIA DO SOL;8432;133;31;61;4;26;1;3;215;617;9523;84438,0000;31085
11/06/2018 00:00:00;PRAIA DO SOL;7789;351;31;144;1;39;18;21;356;744;9494;87538,5000;31086
12/06/2018 00:00:00;PRAIA DO SOL;7213;346;33;129;8;42;25;23;377;747;8943;82521,0000;31087
13/06/2018 00:00:00;PRAIA DO SOL;7355;396;25;115;1;48;20;29;418;767;9174;84672,0000;31088
14/06/2018 00:00:00;PRAIA DO SOL;7593;374;41;145;5;47;22;23;426;675;9351;86823,0000;31089
15/06/2018 00:00:00;PRAIA DO SOL;9288;414;35;108;3;40;30;13;396;592;10919;100705,5000;31090
16/06/2018 00:00:00;PRAIA DO SOL;8632;200;39;124;4;17;8;4;254;454;9736;88510,5000;31091
17/06/2018 00:00:00;PRAIA DO SOL;6560;93;9;55;3;12;1;5;201;453;7392;65214,0000;31092
18/06/2018 00:00:00;PRAIA DO SOL;7011;317;9;114;0;27;20;26;356;359;8239;76959,0000;31093
19/06/2018 00:00:00;PRAIA DO SOL;7060;383;34;127;3;37;23;17;350;540;8574;80325,0000;31094
20/06/2018 00:00:00;PRAIA DO SOL;7306;398;28;124;7;43;26;20;431;656;9039;83646,0000;31095
21/06/2018 00:00:00;PRAIA DO SOL;8690;402;24;122;6;42;21;28;442;681;10458;96340,5000;31096
22/06/2018 00:00:00;PRAIA DO SOL;7015;295;35;104;3;35;32;22;313;617;8471;78633,0000;31097
23/06/2018 00:00:00;PRAIA DO SOL;9638;215;36;84;8;12;5;5;253;885;11141;98419,5000;31098
24/06/2018 00:00:00;PRAIA DO SOL;9180;109;37;58;17;9;4;3;250;709;10376;90837,0000;31099
25/06/2018 00:00:00;PRAIA DO SOL;7439;370;31;100;7;32;20;29;375;713;9116;83754,0000;31100
26/06/2018 00:00:00;PRAIA DO SOL;7504;391;25;142;3;44;23;15;407;685;9239;85509,0000;31101
27/06/2018 00:00:00;PRAIA DO SOL;5132;317;26;107;3;40;15;16;314;588;6558;60921,0000;31102
28/06/2018 00:00:00;PRAIA DO SOL;8149;406;22;137;3;39;25;29;409;755;9974;92389,5000;31103
29/06/2018 00:00:00;PRAIA DO SOL;10292;338;27;170;9;39;20;21;345;629;11890;110331,0000;31104
