06/01/2016	30	0,09	32	4	6
06/01/2016	100	0,2	27	1	10
06/01/2016	125	0,47	36	1	2
06/01/2016	275	0,4	29	6	13
06/01/2016	40	0,15	41	7	7
06/01/2016	9	0	49	6	5
06/01/2016	33	0,09	32	6	11
06/01/2016	475	0,59	6	1	14
06/01/2016	500	0,44	1	7	6
06/01/2016	41	0,02	27	5	4
06/01/2016	300	0,5	20	5	3
06/01/2016	48	0,01	48	2	8
06/01/2016	5	0	41	6	7
06/01/2016	4	0	36	4	1
06/01/2016	5	0	29	7	2
06/01/2016	3	0	47	7	1
06/01/2016	8	0	22	3	9
06/01/2016	20	0,13	23	4	6
06/01/2016	3	0	25	5	3
06/01/2016	31	0,06	20	5	5
06/01/2016	32	0,14	37	7	8
06/01/2016	22	0,03	27	5	7
06/01/2016	22	0,07	11	2	4
06/01/2016	1	0	8	7	6
06/01/2016	11	0,15	33	5	1
06/01/2016	30	0,09	1	2	5
06/01/2016	3	0	49	2	6
06/01/2016	350	0,62	15	1	9
06/01/2016	49	0,14	36	3	9
06/01/2016	48	0,11	19	4	12
06/01/2016	22	0,13	39	2	1
06/01/2016	15	0,07	43	6	4
06/01/2016	45	0,02	48	2	14
06/01/2016	38	0,04	7	5	12
06/01/2016	21	0,06	24	2	3
06/01/2016	125	0,27	13	2	3
06/01/2016	3	0	24	5	8
06/01/2016	41	0,11	47	5	13
06/01/2016	200	0,4	17	3	1
06/01/2016	450	0,41	1	7	12
06/01/2016	40	0,04	31	6	4
06/01/2016	7	0	49	1	14
06/01/2016	525	0,57	24	1	6
06/01/2016	12	0,15	16	3	11
06/01/2016	475	0,4	10	1	9
06/01/2016	3	0	15	7	2
06/01/2016	14	0,02	36	7	10
06/01/2016	3	0	50	3	2
06/01/2016	15	0,03	36	4	1
06/01/2016	7	0	12	1	10
06/01/2016	31	0,08	38	7	12
06/01/2016	49	0,03	33	7	8
06/01/2016	29	0,05	48	3	5
06/01/2016	11	0,07	24	1	1
06/01/2016	300	0,47	38	6	1
06/01/2016	275	0,64	29	6	3
06/01/2016	16	0,04	34	6	12
06/01/2016	500	0,6	18	2	1
06/01/2016	5	0	1	4	1
06/01/2016	34	0,09	23	4	8
06/01/2016	7	0	44	3	12
06/01/2016	150	0,25	5	1	7
06/01/2016	2	0	6	1	7
06/01/2016	1	0	24	4	11
06/01/2016	17	0,12	23	4	14
06/01/2016	1	0	10	6	5
06/01/2016	35	0,15	32	4	14
06/01/2016	3	0	30	7	7
06/01/2016	425	0,56	28	4	6
06/01/2016	400	0,64	30	4	2
06/01/2016	7	0	48	4	4
06/01/2016	475	0,45	31	1	3
06/01/2016	9	0	15	6	13
06/01/2016	16	0,15	24	1	8
06/01/2016	525	0,53	33	5	2
06/01/2016	3	0	33	5	12
06/01/2016	35	0,02	2	5	14
06/01/2016	250	0,58	23	1	12
06/01/2016	500	0,47	1	5	11
06/01/2016	7	0	8	6	7
06/01/2016	21	0,15	17	2	9
06/01/2016	225	0,44	25	7	9
06/01/2016	200	0,45	7	5	9
06/01/2016	32	0,15	14	7	8
06/01/2016	100	0,33	40	4	8
06/01/2016	50	0,34	12	7	10
06/01/2016	500	0,4	39	5	7
06/01/2016	49	0,15	42	3	8
06/01/2016	9	0	19	6	3
06/01/2016	16	0,07	7	3	14
06/01/2016	1	0	17	1	12
06/01/2016	3	0	20	5	8
06/01/2016	48	0,05	11	5	3
06/01/2016	500	0,53	6	7	5
06/01/2016	30	0,07	39	4	10
06/01/2016	18	0,01	50	3	10
06/01/2016	16	0,09	5	2	3
06/01/2016	28	0,09	6	2	8
06/01/2016	200	0,51	7	5	12
06/01/2016	3	0	36	4	2
06/01/2016	75	0,16	3	7	10
06/01/2016	1	0	44	6	12
06/01/2016	6	0	1	4	6
06/01/2016	175	0,42	15	2	4
06/01/2016	300	0,64	37	6	9
06/01/2016	8	0	28	2	9
06/01/2016	21	0,15	31	4	9
06/01/2016	325	0,41	4	3	2
06/01/2016	4	0	10	4	9
06/01/2016	14	0,08	46	1	13
06/01/2016	1	0	41	2	11
06/01/2016	2	0	31	2	8
06/01/2016	2	0	34	5	2
06/01/2016	500	0,54	42	1	10
06/01/2016	500	0,64	5	5	8
06/01/2016	100	0,23	6	6	2
06/01/2016	150	0,38	7	2	11
06/01/2016	5	0	48	6	13
06/01/2016	500	0,56	33	6	14
06/01/2016	225	0,48	42	6	12
06/01/2016	11	0,03	17	2	11
06/01/2016	350	0,54	5	2	3
06/01/2016	600	0,49	41	1	8
06/01/2016	175	0,32	2	4	5
06/01/2016	46	0,12	25	1	6
06/01/2016	27	0,03	1	7	14
06/01/2016	21	0,04	10	1	8
06/01/2016	21	0,09	7	1	11
06/01/2016	29	0,08	39	6	13
06/01/2016	41	0,07	27	2	12
06/01/2016	7	0	1	3	1
06/01/2016	32	0,06	10	5	9
06/01/2016	600	0,58	4	1	4
06/01/2016	275	0,53	17	2	14
06/01/2016	9	0	28	2	14
06/01/2016	11	0,11	30	4	14
06/01/2016	75	0,34	22	4	7
06/01/2016	14	0,15	47	2	2
06/01/2016	1	0	34	3	7
06/01/2016	550	0,64	17	7	3
06/01/2016	26	0,06	32	3	10
06/01/2016	5	0	23	2	3
06/01/2016	475	0,58	1	4	1
06/01/2016	9	0	27	1	7
06/01/2016	350	0,64	29	1	9
06/01/2016	525	0,44	37	6	3
06/01/2016	42	0,05	2	4	7
06/01/2016	9	0	46	2	11
06/01/2016	150	0,16	7	6	2
06/01/2016	7	0	9	2	3
06/01/2016	200	0,42	39	7	10
06/01/2016	350	0,44	40	6	9
06/01/2016	40	0,04	11	2	3
06/01/2016	13	0,07	39	1	14
06/01/2016	9	0	31	4	11
06/01/2016	1	0	24	3	11
06/01/2016	475	0,57	36	3	4
06/01/2016	300	0,44	42	1	7
06/01/2016	300	0,57	2	5	12
06/01/2016	8	0	30	4	6
06/01/2016	150	0,16	14	5	7
06/01/2016	7	0	42	5	3
06/01/2016	23	0,07	19	2	11
06/01/2016	300	0,55	44	4	3
06/01/2016	34	0,13	5	3	8
06/01/2016	5	0	27	4	7
06/01/2016	250	0,42	17	6	1
06/01/2016	275	0,5	8	5	13
06/01/2016	21	0,06	36	1	4
06/01/2016	575	0,48	25	5	12
06/01/2016	16	0,15	43	4	12
06/01/2016	325	0,43	12	1	6
06/01/2016	600	0,44	18	4	13
06/01/2016	125	0,41	22	7	3
06/01/2016	32	0,01	10	5	13
06/01/2016	45	0,04	30	7	11
06/01/2016	8	0	13	5	8
06/01/2016	225	0,57	23	3	1
06/01/2016	4	0	23	5	8
06/01/2016	20	0,14	42	3	3
06/01/2016	1	0	39	6	14
06/01/2016	9	0	36	3	6
06/01/2016	100	0,24	11	5	10
06/01/2016	35	0,08	5	4	13
06/01/2016	11	0,04	44	6	7
06/01/2016	100	0,47	33	3	12
06/01/2016	125	0,2	26	2	4
06/01/2016	15	0,04	7	3	4
06/01/2016	26	0,12	18	5	11
06/01/2016	24	0,05	12	6	12
06/01/2016	6	0	20	4	12
06/01/2016	2	0	46	4	3
06/01/2016	48	0,06	47	4	7
06/01/2016	6	0	39	1	14
06/01/2016	36	0,14	14	6	2
06/01/2016	29	0,09	18	6	11
06/01/2016	7	0	27	5	2
06/01/2016	29	0,11	28	7	12
06/01/2016	250	0,58	42	2	14
06/01/2016	450	0,56	34	7	6
06/01/2016	17	0,01	16	5	8
06/01/2016	225	0,41	39	2	4
06/01/2016	325	0,57	5	5	12
06/01/2016	2	0	13	4	9
06/01/2016	350	0,65	34	7	5
06/01/2016	325	0,64	29	5	4
06/01/2016	24	0,04	47	1	4
06/01/2016	4	0	27	7	8
06/01/2016	37	0,04	36	3	4
06/01/2016	14	0,06	38	2	13
06/01/2016	9	0	25	6	6
06/01/2016	350	0,53	28	5	9
06/01/2016	4	0	14	6	4
06/01/2016	375	0,62	31	2	4
06/01/2016	150	0,37	40	4	14
06/01/2016	7	0	23	4	14
06/01/2016	21	0,05	45	3	1
06/01/2016	525	0,63	40	6	6
06/01/2016	36	0,11	5	1	3
06/01/2016	48	0,05	34	6	10
06/01/2016	19	0,04	49	2	2
06/01/2016	33	0,01	27	2	11
06/01/2016	225	0,49	5	5	13
06/01/2016	12	0,12	12	1	7
06/01/2016	12	0,09	10	6	13
06/01/2016	150	0,4	11	1	13
06/01/2016	175	0,48	33	1	9
06/01/2016	48	0,1	12	2	11
06/01/2016	10	0,1	34	1	1
06/01/2016	150	0,25	4	2	5
06/01/2016	15	0,06	14	5	4
06/01/2016	150	0,4	30	3	13
06/01/2016	350	0,43	27	4	6
06/01/2016	40	0,09	23	2	2
06/01/2016	225	0,51	44	2	5
06/01/2016	6	0	39	3	10
06/01/2016	150	0,18	47	7	1
06/01/2016	4	0	5	7	5
06/01/2016	32	0,05	33	4	6
06/01/2016	400	0,54	36	4	9
06/01/2016	20	0,14	30	6	3
06/01/2016	300	0,6	18	1	4
06/01/2016	34	0,1	11	5	4
06/01/2016	17	0,09	23	1	13
06/01/2016	24	0,1	3	5	6
06/01/2016	38	0,01	6	1	11
06/01/2016	11	0,04	13	4	10
06/01/2016	6	0	49	4	7
06/01/2016	4	0	23	7	13
06/01/2016	575	0,57	6	6	3
06/01/2016	1	0	40	3	3
06/01/2016	425	0,62	17	1	13
06/01/2016	3	0	50	5	7
06/01/2016	375	0,54	46	5	13
06/01/2016	5	0	49	3	8
06/01/2016	46	0,13	49	3	2
06/01/2016	41	0,13	35	7	7
06/01/2016	6	0	25	3	3
06/01/2016	250	0,6	45	6	8
06/01/2016	200	0,41	36	7	8
06/01/2016	37	0,12	19	6	13
06/01/2016	37	0,15	25	5	9
06/01/2016	75	0,16	46	2	11
06/01/2016	28	0,08	15	3	3
06/01/2016	41	0,1	9	1	10
06/01/2016	7	0	19	5	3
06/01/2016	39	0,01	42	5	3
06/01/2016	125	0,48	21	3	13
06/01/2016	4	0	7	3	10
06/01/2016	225	0,61	44	7	10
06/01/2016	3	0	2	4	11
06/01/2016	200	0,48	35	5	10
06/01/2016	525	0,43	46	3	10
06/01/2016	18	0,15	30	1	12
06/01/2016	39	0,1	5	6	5
06/01/2016	50	0,22	36	7	12
06/01/2016	36	0,15	15	3	2
06/01/2016	4	0	9	1	14
06/01/2016	275	0,62	43	1	9
06/01/2016	3	0	9	3	9
06/01/2016	250	0,5	15	1	3
06/01/2016	75	0,38	12	3	10
06/01/2016	24	0,09	11	7	12
06/01/2016	250	0,4	41	2	3
06/01/2016	350	0,41	41	2	7
06/01/2016	5	0	34	3	14
06/01/2016	25	0,12	25	2	6
06/01/2016	25	0,07	12	5	13
06/01/2016	400	0,4	36	2	13
06/01/2016	75	0,2	15	5	3
06/01/2016	500	0,4	34	3	5
06/01/2016	450	0,51	9	1	1
06/01/2016	50	0,21	22	3	11
06/01/2016	6	0	35	1	14
06/01/2016	17	0,05	28	4	5
06/01/2016	350	0,49	27	2	4
06/01/2016	3	0	47	4	4
06/01/2016	8	0	12	7	11
06/01/2016	400	0,53	25	3	13
06/01/2016	250	0,4	21	5	6
06/01/2016	425	0,65	25	4	5
06/01/2016	8	0	22	4	5
06/01/2016	525	0,55	41	4	10
06/01/2016	3	0	38	5	13
06/01/2016	24	0,05	22	3	14
06/01/2016	50	0,46	17	4	14
06/01/2016	17	0,15	23	5	13
06/01/2016	7	0	37	7	14
06/01/2016	4	0	45	4	3
06/01/2016	350	0,6	38	7	7
06/01/2016	45	0,01	43	3	11
06/01/2016	42	0,11	42	2	3
06/01/2016	275	0,58	37	4	3
06/01/2016	33	0,08	22	5	11
06/01/2016	525	0,63	10	3	13
06/01/2016	150	0,45	29	7	12
06/01/2016	8	0	43	7	8
06/01/2016	5	0	18	4	1
06/01/2016	3	0	39	2	3
06/01/2016	500	0,54	41	1	13
06/01/2016	6	0	24	7	14
06/01/2016	6	0	45	2	6
06/01/2016	350	0,56	2	1	9
06/01/2016	25	0,01	24	5	5
06/01/2016	2	0	38	3	2
06/01/2016	48	0,13	23	2	11
06/01/2016	19	0,09	6	1	14
06/01/2016	2	0	36	2	1
06/01/2016	9	0	26	6	11
06/01/2016	400	0,65	16	7	2
06/01/2016	25	0,09	36	6	9
06/01/2016	11	0,06	11	2	11
06/01/2016	8	0	10	1	9
06/01/2016	30	0,12	11	5	7
06/01/2016	5	0	15	3	2
06/01/2016	375	0,56	28	2	12
06/01/2016	37	0,06	24	1	1
06/01/2016	325	0,57	40	7	6
06/01/2016	33	0,09	44	4	6
06/01/2016	13	0,04	9	5	8
06/01/2016	42	0,07	12	6	14
06/01/2016	325	0,41	29	2	6
06/01/2016	300	0,56	26	7	13
06/01/2016	2	0	35	5	1
06/01/2016	225	0,54	46	4	11
06/01/2016	4	0	37	6	8
06/01/2016	31	0,13	38	5	13
06/01/2016	39	0,01	23	2	12
06/01/2016	150	0,37	31	6	5
06/01/2016	375	0,6	13	7	10
06/01/2016	8	0	17	3	3
06/01/2016	475	0,64	39	2	7
06/01/2016	37	0,1	12	7	8
06/01/2016	450	0,44	26	4	9
06/01/2016	26	0,08	43	4	7
06/01/2016	175	0,47	31	6	12
06/01/2016	525	0,51	49	3	3
06/01/2016	575	0,59	24	7	9
06/01/2016	7	0	17	3	1
06/01/2016	29	0,07	20	1	5
06/01/2016	1	0	23	5	8
06/01/2016	31	0,03	27	4	10
06/01/2016	43	0,04	37	6	11
06/01/2016	38	0,08	42	3	4
06/01/2016	225	0,52	28	3	1
06/01/2016	50	0,42	40	4	9
06/01/2016	41	0,06	27	1	1
06/01/2016	7	0	47	7	4
06/01/2016	100	0,17	3	3	8
06/01/2016	5	0	35	7	3
06/01/2016	8	0	3	3	13
06/01/2016	325	0,57	4	2	5
06/01/2016	11	0,11	2	3	2
07/01/2016	7	0	49	4	2
07/01/2016	325	0,45	11	2	2
07/01/2016	575	0,57	28	7	2
07/01/2016	75	0,47	21	3	4
07/01/2016	4	0	48	1	6
07/01/2016	4	0	36	5	14
07/01/2016	36	0,12	33	2	10
07/01/2016	2	0	20	4	8
07/01/2016	31	0,03	22	1	5
07/01/2016	31	0,08	44	3	13
07/01/2016	5	0	30	7	13
07/01/2016	400	0,52	4	6	9
07/01/2016	400	0,49	41	4	3
07/01/2016	9	0	50	7	8
07/01/2016	18	0,08	43	3	12
07/01/2016	325	0,4	8	1	9
07/01/2016	250	0,64	22	3	11
07/01/2016	39	0,02	45	1	11
07/01/2016	27	0,13	3	5	9
07/01/2016	600	0,61	12	2	5
07/01/2016	425	0,41	20	3	7
07/01/2016	24	0,11	41	7	2
07/01/2016	4	0	34	5	11
07/01/2016	75	0,27	24	5	6
07/01/2016	9	0	28	7	13
07/01/2016	5	0	46	7	10
07/01/2016	29	0,14	12	7	3
07/01/2016	21	0,03	14	6	1
07/01/2016	29	0,06	28	7	4
07/01/2016	46	0,08	25	4	11
07/01/2016	5	0	8	4	13
07/01/2016	6	0	21	4	13
07/01/2016	325	0,47	2	6	5
07/01/2016	6	0	50	6	4
07/01/2016	425	0,5	30	5	9
07/01/2016	550	0,63	32	5	9
07/01/2016	425	0,62	45	6	14
07/01/2016	150	0,37	34	6	11
07/01/2016	175	0,43	1	1	2
07/01/2016	6	0	29	6	1
07/01/2016	400	0,54	38	6	7
07/01/2016	150	0,26	23	7	14
07/01/2016	250	0,4	34	6	3
07/01/2016	525	0,64	34	3	9
07/01/2016	2	0	17	2	12
07/01/2016	32	0,02	44	5	2
07/01/2016	3	0	7	6	4
07/01/2016	36	0,1	21	4	4
07/01/2016	1	0	45	7	2
07/01/2016	40	0,02	40	3	2
07/01/2016	33	0,08	23	6	14
07/01/2016	475	0,4	33	2	7
07/01/2016	27	0,04	1	6	7
07/01/2016	4	0	33	3	3
07/01/2016	7	0	28	6	3
07/01/2016	12	0,11	27	1	4
07/01/2016	7	0	50	3	1
07/01/2016	9	0	20	3	7
07/01/2016	48	0,07	17	7	3
07/01/2016	1	0	10	4	3
07/01/2016	100	0,46	49	4	6
07/01/2016	250	0,55	42	7	6
07/01/2016	75	0,2	35	5	8
07/01/2016	26	0,09	43	4	6
07/01/2016	9	0	47	2	1
07/01/2016	8	0	3	1	5
07/01/2016	6	0	36	6	8
07/01/2016	12	0,05	20	3	11
07/01/2016	4	0	40	4	11
07/01/2016	4	0	21	5	10
07/01/2016	8	0	46	1	6
07/01/2016	3	0	15	2	12
07/01/2016	18	0,07	16	1	12
07/01/2016	575	0,63	27	6	1
07/01/2016	6	0	2	1	2
07/01/2016	475	0,58	40	2	10
07/01/2016	8	0	37	3	7
07/01/2016	3	0	50	6	4
07/01/2016	21	0,11	7	6	6
07/01/2016	34	0,06	33	7	4
07/01/2016	4	0	4	5	8
07/01/2016	15	0,09	11	4	6
07/01/2016	12	0,02	25	7	8
07/01/2016	41	0,02	18	3	9
07/01/2016	2	0	30	5	3
07/01/2016	5	0	5	4	5
07/01/2016	35	0,07	18	5	4
07/01/2016	450	0,65	3	6	11
07/01/2016	575	0,42	45	7	11
07/01/2016	34	0,03	49	7	12
07/01/2016	23	0,12	36	4	3
07/01/2016	50	0,42	49	4	6
07/01/2016	2	0	11	5	10
07/01/2016	575	0,4	19	3	12
07/01/2016	350	0,45	1	5	11
07/01/2016	6	0	46	3	10
07/01/2016	40	0,01	35	4	4
07/01/2016	21	0,08	18	1	10
07/01/2016	250	0,48	31	3	8
07/01/2016	150	0,23	27	5	6
07/01/2016	9	0	1	3	14
07/01/2016	6	0	15	1	13
07/01/2016	3	0	18	3	6
07/01/2016	15	0,15	42	1	6
07/01/2016	40	0,1	8	1	12
07/01/2016	600	0,47	30	2	10
07/01/2016	8	0	1	2	6
07/01/2016	2	0	2	5	3
07/01/2016	575	0,63	20	5	12
07/01/2016	7	0	7	1	14
07/01/2016	43	0,1	31	4	10
07/01/2016	4	0	42	1	13
07/01/2016	4	0	26	6	13
07/01/2016	375	0,54	41	6	12
07/01/2016	225	0,48	46	4	10
07/01/2016	38	0,03	28	2	6
07/01/2016	36	0,01	49	6	11
07/01/2016	45	0,07	50	7	1
07/01/2016	8	0	49	3	10
07/01/2016	42	0,05	24	5	9
07/01/2016	35	0,05	13	3	11
07/01/2016	26	0,14	3	3	12
07/01/2016	33	0,08	27	3	13
07/01/2016	400	0,43	1	1	2
07/01/2016	45	0,04	15	2	14
07/01/2016	2	0	38	2	10
07/01/2016	375	0,57	42	2	3
07/01/2016	6	0	34	5	5
07/01/2016	4	0	46	5	13
07/01/2016	30	0,12	45	6	10
07/01/2016	30	0,03	13	2	10
07/01/2016	35	0,15	40	5	6
07/01/2016	22	0,06	45	5	8
07/01/2016	8	0	4	2	6
07/01/2016	100	0,42	35	3	4
07/01/2016	19	0,11	11	2	11
07/01/2016	275	0,41	34	7	12
07/01/2016	42	0,15	22	3	3
07/01/2016	175	0,48	45	5	12
07/01/2016	22	0,1	11	4	1
07/01/2016	42	0,07	7	3	13
07/01/2016	19	0,11	23	4	13
07/01/2016	14	0,09	28	4	8
07/01/2016	4	0	17	6	2
07/01/2016	125	0,32	26	2	11
07/01/2016	6	0	22	3	6
07/01/2016	8	0	3	4	1
07/01/2016	500	0,47	28	3	10
07/01/2016	36	0,08	38	5	8
07/01/2016	1	0	13	1	10
07/01/2016	36	0,03	6	7	2
07/01/2016	4	0	13	4	5
07/01/2016	475	0,54	16	5	3
07/01/2016	12	0,11	28	4	11
07/01/2016	1	0	44	6	5
07/01/2016	2	0	41	5	10
07/01/2016	6	0	6	5	8
07/01/2016	18	0,1	4	4	1
07/01/2016	14	0,14	44	3	6
07/01/2016	3	0	17	6	12
07/01/2016	44	0,07	22	6	1
07/01/2016	14	0,13	50	7	8
07/01/2016	7	0	11	1	1
07/01/2016	400	0,64	23	4	12
07/01/2016	1	0	14	5	1
07/01/2016	8	0	40	2	10
07/01/2016	150	0,34	33	7	12
07/01/2016	250	0,57	23	3	14
07/01/2016	250	0,4	24	3	8
07/01/2016	9	0	14	2	4
07/01/2016	9	0	48	3	12
07/01/2016	8	0	9	2	1
07/01/2016	250	0,54	26	7	1
07/01/2016	350	0,45	7	7	5
07/01/2016	42	0,05	23	5	8
07/01/2016	500	0,53	36	2	1
07/01/2016	34	0,12	5	1	10
07/01/2016	17	0,15	50	6	1
07/01/2016	7	0	19	2	1
07/01/2016	5	0	31	6	9
07/01/2016	14	0,05	18	6	10
07/01/2016	18	0,07	36	4	4
07/01/2016	16	0,09	35	1	13
07/01/2016	325	0,43	29	3	14
07/01/2016	24	0,03	16	6	10
07/01/2016	23	0,01	42	4	2
07/01/2016	6	0	36	2	11
07/01/2016	24	0,05	45	1	8
07/01/2016	525	0,63	44	6	7
07/01/2016	33	0,06	49	2	3
07/01/2016	125	0,32	39	5	12
07/01/2016	8	0	12	6	11
07/01/2016	525	0,4	32	7	2
07/01/2016	3	0	23	4	13
07/01/2016	5	0	1	3	12
07/01/2016	8	0	14	1	3
07/01/2016	225	0,51	11	3	1
07/01/2016	100	0,42	22	4	9
07/01/2016	8	0	10	2	1
07/01/2016	125	0,34	28	7	6
07/01/2016	6	0	9	1	1
07/01/2016	42	0,02	2	4	1
07/01/2016	10	0,06	11	4	9
07/01/2016	525	0,47	49	1	7
07/01/2016	26	0,14	45	1	3
07/01/2016	35	0,01	9	3	11
07/01/2016	4	0	36	3	6
07/01/2016	37	0,15	43	3	9
07/01/2016	1	0	35	5	5
07/01/2016	450	0,6	5	2	8
07/01/2016	4	0	22	7	2
07/01/2016	25	0,06	29	2	3
07/01/2016	6	0	10	5	11
07/01/2016	150	0,45	18	7	14
07/01/2016	46	0,1	12	4	7
07/01/2016	45	0,01	42	1	9
07/01/2016	525	0,46	17	4	4
07/01/2016	3	0	20	4	12
07/01/2016	49	0,03	47	4	8
07/01/2016	225	0,5	13	2	7
07/01/2016	8	0	22	7	7
07/01/2016	4	0	13	6	8
07/01/2016	4	0	28	5	2
07/01/2016	9	0	43	7	11
07/01/2016	7	0	28	4	11
07/01/2016	4	0	30	3	2
07/01/2016	38	0,06	9	3	4
07/01/2016	4	0	40	4	10
07/01/2016	3	0	50	2	1
07/01/2016	375	0,48	47	2	13
07/01/2016	8	0	20	2	2
07/01/2016	29	0,15	23	7	12
07/01/2016	9	0	23	4	13
07/01/2016	575	0,5	43	2	3
07/01/2016	8	0	10	7	8
07/01/2016	22	0,11	47	2	9
07/01/2016	7	0	5	1	9
07/01/2016	2	0	11	2	4
07/01/2016	5	0	49	6	2
07/01/2016	11	0,13	44	6	2
07/01/2016	150	0,32	24	2	2
07/01/2016	325	0,49	48	4	13
07/01/2016	350	0,4	31	2	4
07/01/2016	300	0,4	19	2	1
07/01/2016	6	0	22	7	11
07/01/2016	275	0,61	30	7	1
07/01/2016	3	0	35	1	8
07/01/2016	550	0,54	38	5	14
07/01/2016	100	0,2	5	2	6
07/01/2016	125	0,32	47	6	12
07/01/2016	12	0,09	49	1	10
07/01/2016	500	0,51	15	1	4
07/01/2016	450	0,62	2	4	12
07/01/2016	9	0	5	2	12
07/01/2016	550	0,41	32	5	1
07/01/2016	575	0,61	17	2	12
07/01/2016	4	0	33	3	4
07/01/2016	42	0,11	39	1	13
07/01/2016	40	0,11	26	5	9
07/01/2016	13	0,1	46	1	5
07/01/2016	28	0,12	50	6	10
07/01/2016	6	0	10	1	3
07/01/2016	8	0	18	6	2
07/01/2016	75	0,48	48	1	6
07/01/2016	500	0,49	3	2	6
07/01/2016	8	0	10	2	2
07/01/2016	6	0	47	7	8
07/01/2016	275	0,63	7	7	12
07/01/2016	4	0	17	7	9
07/01/2016	34	0,11	30	6	9
07/01/2016	475	0,5	35	2	9
07/01/2016	40	0,15	45	7	7
07/01/2016	300	0,46	16	4	13
07/01/2016	1	0	36	4	10
07/01/2016	3	0	14	2	12
07/01/2016	125	0,36	6	4	6
07/01/2016	48	0,14	49	2	10
07/01/2016	600	0,61	44	5	1
07/01/2016	47	0,01	32	1	10
07/01/2016	17	0,03	15	6	10
07/01/2016	450	0,45	15	2	13
07/01/2016	75	0,47	2	2	3
07/01/2016	44	0,08	31	7	6
07/01/2016	525	0,59	13	6	6
07/01/2016	5	0	26	4	3
07/01/2016	6	0	4	1	11
07/01/2016	5	0	7	7	2
07/01/2016	450	0,54	33	4	2
07/01/2016	275	0,63	15	1	13
07/01/2016	17	0,06	36	2	13
07/01/2016	3	0	47	5	11
07/01/2016	38	0,02	32	3	9
07/01/2016	100	0,16	13	3	9
07/01/2016	375	0,4	15	2	13
07/01/2016	250	0,63	35	7	10
07/01/2016	550	0,43	29	7	12
07/01/2016	12	0,06	1	7	3
07/01/2016	475	0,5	7	1	14
07/01/2016	50	0,28	34	3	7
07/01/2016	8	0	35	1	13
07/01/2016	7	0	14	3	10
07/01/2016	475	0,47	42	7	8
07/01/2016	9	0	19	7	9
07/01/2016	9	0	12	5	14
07/01/2016	350	0,56	10	7	3
07/01/2016	3	0	37	2	3
07/01/2016	35	0,14	19	1	4
07/01/2016	275	0,52	28	5	6
07/01/2016	1	0	1	5	9
07/01/2016	5	0	25	5	1
